,magnitude,data,hora,periodo,subnational,city,depth,felt,continent,latitude,longitude,mmi,cdi,impacto,magnitude_range,media por magnitude,label_periodo,label_continente,label_impacto,magnitude_por_depth,factor_magnitude_depth,magnitude_quadrada
162,0.19512195121951215,2024-08-15,22:59:30,Noite,Texas,Garden City,0.2816631420970052,2.7205554285963022e-05,North America,0.6740510883976072,0.17536561065578632,0.16666666666666663,0.5555555555555556,Baixo,0.2857142857142857,0.22567207403956768,1,3,1,0.3281876130201724,0.18228477121032874,0.13136923448442403
163,0.14634146341463417,2024-08-14,07:12:30,Manhã,Texas,Snyder,0.17907087795893306,1.6323332571577813e-05,North America,0.6838251662165388,0.17843163999952555,0.16666666666666663,0.4444444444444444,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.3344639928716022,0.10967006966656445,0.09562907510263227
164,0.14634146341463417,2024-08-14,07:12:29,Manhã,Texas,Snyder,0.13760147349751006,4.896999771473344e-05,North America,0.6837956642895265,0.17832489236279964,0.16666666666666663,0.5555555555555556,Baixo,0.2857142857142857,0.22567207403956768,0,3,1,0.34037884369537563,0.08410007448626387,0.09562907510263227
165,0.14634146341463417,2024-08-10,13:34:46,Tarde,Texas,Garden City,0.0337335425335971,5.4411108571926045e-06,North America,0.674171778099021,0.17533299332234226,0.16666666666666663,0.2222222222222222,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.44061353005489656,0.020055207466152566,0.09562907510263227
166,0.14634146341463417,2024-08-10,13:34:46,Tarde,Texas,Garden City,0.21088068763217133,1.0882221714385209e-05,North America,0.6741673081100797,0.17534485417086737,0.16666666666666663,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.331569939756469,0.1292839679270911,0.09562907510263227
167,0.07317073170731703,2024-08-03,18:35:24,Noite,Texas,Van Horn,0.22707892762125653,0.0,North America,0.6738901687957224,0.1674544246895423,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,1,3,1,0.32922277386607113,0.12804188756955703,0.045641149480801696
168,0.09756097560975607,2024-08-03,17:24:28,Tarde,Texas,Van Horn,0.22183300361552633,0.0,North America,0.6738365289284274,0.16746628553806742,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.32995551435222753,0.12873025748879055,0.06182081622796423
169,0.12195121951219512,2024-08-03,17:24:28,Tarde,Texas,Van Horn,0.3379152738931714,0.0,North America,0.6736577293707775,0.16740401608331062,0.16666666666666663,0.0,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.32532110607085585,0.20197169521973452,0.07848345810190774
170,0.14634146341463417,2024-07-30,17:43:09,Tarde,Texas,Rotan,0.04792277781567637,5.4411108571926045e-06,North America,0.6835381929265107,0.17849390945428234,0.16666666666666663,0.2222222222222222,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.3957508690480721,0.028804276387854363,0.09562907510263227
171,0.19512195121951215,2024-07-30,17:43:08,Tarde,Texas,Rotan,0.28582781908725013,5.4411108571926045e-05,North America,0.6834648851078742,0.17848501381788856,0.16666666666666663,0.3333333333333333,Baixo,0.2857142857142857,0.22567207403956768,2,3,1,0.3280053808611448,0.18499537016752104,0.13136923448442403
