,magnitude,data,hora,periodo,depth,felt,continent,latitude,longitude,mmi,cdi
1037,5.4,2023-08-05,18:33:59,Noite,18.0,48,Asia,37.1933,116.381,7,9
1038,5.4,2023-07-09,13:38:36,Tarde,10.0,0,Asia,24.0074,143.203,3,0
1039,5.8,2023-06-27,23:38:21,Noite,442.0,1,Asia,42.0873,134.055,2,1
1040,5.6,2023-06-23,17:39:13,Tarde,314.0,1,Asia,45.8086,143.124,3,2
1041,3.8,2024-09-01,09:43:36,Manhã,1.108,827,North America,45.9997,-72.8106,5,5
1042,3.17,2024-08-09,01:22:19,Noite,2.65,28,North America,35.002,-97.6816,4,5
1043,3.56,2024-07-15,02:46:58,Noite,6.51,8,North America,36.4763,-98.8056,4,4
1044,3.46,2024-07-14,11:08:26,Manhã,6.51,6,North America,36.4766,-98.8086,4,4
1045,3.8,2024-05-16,08:19:34,Manhã,7.55,276,North America,36.2067,-89.4772,4,6
1046,3.7,2024-04-05,21:59:13,Noite,4.111,12589,North America,40.6849,-74.7347,4,5
1047,4.8,2024-04-05,14:23:20,Tarde,2.624,183786,North America,40.6834,-74.7526,6,6
1048,5.06,2024-02-03,05:24:28,Manhã,3.0,26434,North America,35.5343,-96.7638,7,7
1049,5.1,2024-02-03,05:24:28,Manhã,6.0,382,North America,35.5346,-96.7337,7,6
1050,3.6,2024-01-27,20:39:00,Noite,8.879,35,North America,32.1319,-93.3123,4,4
1051,4.1,2024-01-13,11:36:21,Manhã,6.58,1735,North America,35.6715,-97.41,5,5
1052,4.5,2024-01-13,11:36:21,Manhã,6.354,205,North America,35.6697,-97.417,6,5
1053,4.26,2024-01-13,03:46:28,Noite,6.71,3577,North America,35.6658,-97.3982,6,5
1054,3.4,2023-12-31,16:34:50,Tarde,5.03,41,North America,39.0875,-97.5686,4,4
1055,3.8,2023-12-27,17:46:56,Tarde,11.2,418,North America,35.7697,-90.1955,4,5
1056,3.5,2023-12-10,19:31:18,Noite,5.0,28,North America,40.1656,-98.2907,5,5
1057,3.6,2023-11-15,10:41:55,Manhã,5.688,562,North America,41.241,-89.1766,4,5
1058,4.0,2023-11-11,00:18:41,Noite,5.0,258,North America,39.0497,-97.6164,5,6
1059,3.68,2023-09-25,00:40:31,Noite,19.89,66,North America,34.4833,-97.7798,4,5
1060,3.6,2023-08-28,02:43:26,Noite,5.0,1404,North America,41.7428,-81.0135,5,5
1061,5.7,2024-09-06,10:12:58,Manhã,123.0,3,South America,-28.6825,-69.3728,4,4
1062,5.5,2024-08-21,06:55:16,Manhã,267.235,2,South America,-22.2935,-65.9607,3,4
1063,7.4,2024-07-19,01:50:48,Noite,127.291,211,South America,-23.1243,-67.8715,7,7
1064,5.8,2024-02-14,01:31:41,Noite,28.0,26,South America,-28.9162,-71.5264,6,5
1065,5.4,2024-02-11,21:14:43,Noite,33.936,2,South America,-28.229,-71.3898,5,3
1066,5.3,2024-01-24,08:05:10,Manhã,113.11,1,South America,-22.1579,-68.682,4,2
1067,5.4,2024-01-22,22:30:11,Noite,10.0,0,South America,-30.2226,-72.2289,4,0
1068,5.3,2024-01-21,02:36:01,Noite,202.477,1,South America,-23.3523,-66.6742,3,2
1069,5.4,2024-01-09,16:47:25,Tarde,175.245,0,South America,-21.9201,-67.253,3,0
1070,5.5,2024-01-03,08:04:04,Manhã,117.0,0,South America,-28.4553,-68.9432,4,0
1071,5.8,2023-12-24,03:23:43,Noite,16.0,13,South America,-38.0756,-73.8819,5,4
1072,5.6,2023-12-21,16:21:52,Tarde,61.708,21,South America,-21.9025,-70.2778,6,6
1073,5.5,2023-12-11,18:35:59,Noite,191.769,1,South America,-24.1126,-66.8382,3,1
1074,6.6,2023-10-31,12:33:43,Tarde,34.0,71,South America,-28.7457,-71.5726,7,7
1075,5.4,2023-10-26,21:49:34,Noite,101.15,3,South America,-28.6909,-70.3075,4,4
1076,6.0,2023-10-10,10:01:31,Manhã,253.0,5,South America,-22.8844,-66.2242,4,4
1077,5.6,2023-10-10,00:13:17,Noite,571.448,1,South America,-23.6067,-63.6564,1,5
1078,5.7,2023-09-15,18:07:39,Noite,8.0,0,South America,-27.3252,-71.5543,4,0
1079,5.3,2023-09-12,04:58:37,Noite,110.914,16,South America,-20.6514,-68.5222,4,5
1080,5.5,2023-09-11,13:37:08,Tarde,21.043,1,South America,-27.1542,-71.2479,5,4
1081,6.3,2023-09-06,23:48:04,Noite,36.0,80,South America,-30.2775,-71.536,6,6
1082,6.2,2023-08-23,14:22:43,Tarde,554.0,2,South America,-26.9212,-63.3389,2,1
1083,6.2,2023-08-05,07:20:06,Manhã,575.0,1,South America,-28.2143,-63.1854,2,1
1084,6.6,2023-07-17,03:05:11,Noite,186.0,350,South America,-38.1911,-70.3731,4,7
1085,5.7,2023-07-09,17:11:33,Tarde,99.0,137,South America,-33.2122,-70.3268,5,6
1086,5.8,2023-07-06,00:31:56,Noite,135.0,6,South America,-23.9264,-67.9077,4,3
1087,5.6,2024-04-18,15:11:25,Tarde,16.0,11,Asia,39.9972,35.9796,6,7
1088,5.8,2024-03-29,07:12:48,Manhã,26.873,30,Europe,37.3286,21.3156,5,7
1089,5.4,2024-03-14,03:06:47,Noite,16.067,248,Europe,42.9936,18.6796,6,9
1090,5.4,2023-12-07,04:15:39,Noite,39.269,65,Asia,41.1549,49.7415,4,4
1091,4.8,2023-11-10,15:36:29,Tarde,10.0,1,Asia,32.797,47.6372,5,3
1092,5.2,2023-08-10,17:48:01,Tarde,10.0,12,Asia,38.2787,38.2053,6,6
1093,5.5,2023-07-25,05:44:51,Manhã,13.116,29,Asia,37.5831,35.9568,6,6
1094,5.3,2023-07-03,20:01:49,Noite,53.0,116,Asia,41.746,49.2837,4,7
1095,5.4,2024-08-26,04:11:38,Noite,17.533,2869,Europe,37.9845,-9.538,4,7
1096,5.8,2024-03-29,07:12:48,Manhã,26.873,30,Europe,37.3286,21.3156,5,7
1097,5.4,2024-03-14,03:06:47,Noite,16.067,248,Europe,42.9936,18.6796,6,9
1098,5.4,2024-01-25,17:00:43,Tarde,10.0,12,Africa,11.7428,43.3665,4,4
1099,5.4,2023-12-05,20:19:53,Noite,10.0,0,Asia,12.3388,47.4968,3,0
1100,5.6,2023-12-05,07:31:33,Manhã,9.0,0,Asia,12.2855,47.4426,4,0
1101,5.2,2023-10-26,19:00:25,Noite,9.462,1,Africa,-7.3035,27.9327,7,4
1102,5.5,2023-08-08,15:31:18,Tarde,7.0,4,Africa,-5.4123,34.9183,7,4
1103,5.5,2023-11-21,05:10:26,Manhã,10.0,0,Africa,0.9561,-29.0181,4,0
1104,5.4,2024-09-11,07:27:59,Manhã,10.0,102,Asia,31.1773,70.6295,6,8
1105,5.4,2024-08-29,05:56:40,Manhã,224.338,6,Asia,36.543,71.2681,4,4
1106,5.1,2024-05-20,05:10:23,Manhã,29.068,2,Asia,40.14,77.0348,5,3
1107,5.5,2024-04-13,05:44:39,Manhã,10.0,0,Asia,33.5485,81.8909,7,0
1108,5.4,2024-04-10,14:56:17,Tarde,8.0,0,Asia,42.0113,82.6416,6,0
1109,5.3,2024-03-19,21:27:01,Noite,6.0,14,Asia,29.7252,65.3575,7,4
1110,5.5,2024-03-19,00:35:18,Noite,8.0,12,Asia,29.7645,65.3645,7,5
1111,5.1,2024-03-05,04:20:14,Noite,38.577,0,Asia,27.1043,59.3301,4,0
1112,5.4,2024-02-25,04:15:00,Noite,10.0,14,Asia,41.1648,78.4389,6,4
1113,5.7,2024-01-29,22:27:41,Noite,10.0,10,Asia,41.1867,78.7155,7,3
1114,5.3,2024-01-23,01:18:40,Noite,3.426,2,Asia,41.2706,78.8219,7,4
1115,5.1,2024-01-22,23:19:25,Noite,7.148,4,Asia,41.2186,78.724,6,4
1116,5.5,2024-01-22,19:36:47,Noite,10.0,2,Asia,41.1979,78.6168,7,5
1117,5.4,2024-01-22,18:42:33,Noite,10.0,3,Asia,41.3326,78.7686,6,4
1118,5.8,2024-01-22,18:14:16,Noite,10.0,2,Asia,41.2946,78.6076,7,8
1119,7.0,2024-01-22,18:09:04,Noite,13.0,482,Asia,41.2938,78.5937,9,9
1120,6.4,2024-01-11,09:20:26,Manhã,204.0,111,Asia,36.5061,70.5994,4,5
1121,5.1,2023-12-18,10:18:52,Manhã,10.0,8,Asia,33.2109,76.7733,6,5
1122,5.3,2023-11-07,18:09:48,Noite,7.204,1,Asia,40.5164,77.7055,7,3
1123,5.7,2023-11-03,18:02:53,Noite,12.0,372,Asia,28.8879,82.195,8,7
1124,5.2,2023-10-22,01:54:21,Noite,25.706,87,Asia,27.8679,84.7191,5,4
1125,5.3,2023-10-17,16:26:49,Tarde,10.0,5,Asia,27.7439,56.0776,7,4
1126,5.0,2023-10-17,08:22:11,Manhã,10.0,2,Asia,27.6888,56.0903,6,5
1127,5.5,2023-10-17,05:10:03,Manhã,10.0,7,Asia,27.7363,56.1369,7,4
1128,5.4,2023-10-15,03:56:28,Noite,10.0,0,Asia,34.6012,62.1031,7,0
1129,6.3,2023-10-15,03:36:00,Noite,9.0,28,Asia,34.6171,62.0517,8,8
1130,6.3,2023-10-11,00:41:55,Noite,8.0,54,Asia,34.5798,62.0717,8,7
1131,5.9,2023-10-07,07:40:30,Manhã,12.48,3,Asia,34.6391,62.0327,7,5
1132,6.3,2023-10-07,07:12:49,Manhã,8.0,11,Asia,34.5492,61.884,8,9
1133,5.4,2023-10-07,06:49:41,Manhã,10.257,0,Asia,34.5414,61.9547,7,0
1134,6.3,2023-10-07,06:41:03,Manhã,14.0,19,Asia,34.6259,61.926,8,8
1135,5.7,2023-10-03,09:21:03,Manhã,13.0,131,Asia,29.5163,81.2118,7,8
1136,5.8,2023-08-05,16:01:49,Tarde,209.0,25,Asia,36.4512,70.7023,4,5
