,magnitude,data,hora,periodo,subnational,city,depth,felt,continent,latitude,longitude,mmi,cdi,impacto,magnitude_range,media por magnitude
429,3.5,2024-05-03,20:11:48,Noite,Texas,Van Horn,5.0,0,North America,31.6125,-104.372,4,0,Baixo,3-4,8.43373696251438
430,3.8,2024-04-25,20:32:16,Noite,Texas,Kermit,8.7146,0,North America,31.973,-103.318,5,0,Baixo,3-4,8.43373696251438
431,3.6,2024-04-25,19:36:45,Noite,Texas,Mentone,2.164,0,North America,31.9487,-103.325,5,0,Baixo,3-4,8.43373696251438
432,3.9,2024-04-25,19:36:44,Noite,Texas,Mentone,7.843,0,North America,31.968,-103.332,4,0,Baixo,3-4,8.43373696251438
433,3.3,2024-04-15,01:23:47,Noite,Texas,Van Horn,3.9722,1,North America,31.583,-104.543,4,3,Baixo,3-4,8.43373696251438
434,4.4,2024-04-10,18:46:45,Noite,Texas,Tarzan-Lenorah,4.7363,147,North America,32.318,-101.82,5,6,Baixo,4-5,8.028601432748536
435,3.2,2024-04-02,05:00:43,Manhã,Texas,Van Horn,7.4841,0,North America,31.585,-104.551,4,0,Baixo,3-4,8.43373696251438
436,3.4,2024-03-29,02:34:57,Noite,Estado de Chihuahua,Ascension,10.0,0,North America,31.0767,-107.436,4,0,Baixo,3-4,8.43373696251438
437,3.5,2024-03-05,07:37:57,Manhã,Texas,Tarzan-Lenorah,5.0,0,North America,32.4267,-102.098,5,0,Baixo,3-4,8.43373696251438
438,3.8,2024-03-05,07:37:56,Manhã,Texas,Tarzan-Lenorah,6.2744,12,North America,32.427,-102.121,4,4,Baixo,3-4,8.43373696251438
439,3.3,2024-03-04,22:31:07,Noite,Texas,Van Horn,6.2024,0,North America,31.682,-104.401,4,0,Baixo,3-4,8.43373696251438
440,3.3,2024-03-03,09:36:26,Manhã,Texas,Pecos,6.933,0,North America,31.618,-103.986,4,0,Baixo,3-4,8.43373696251438
441,3.5,2024-03-03,09:15:53,Manhã,Texas,Pecos,6.51,0,North America,31.613,-103.977,4,0,Baixo,3-4,8.43373696251438
442,3.9,2024-03-03,09:15:23,Manhã,Texas,Pecos,8.4454,4,North America,31.611,-103.99,4,3,Baixo,3-4,8.43373696251438
443,3.5,2024-02-24,23:50:10,Noite,New Mexico,Artesia,2.146,11,North America,32.7004,-104.39,5,6,Baixo,3-4,8.43373696251438
444,3.5,2024-02-23,15:19:33,Tarde,Texas,Falls City,6.3232,15,North America,28.973,-98.038,4,5,Baixo,3-4,8.43373696251438
445,4.0,2024-02-23,09:47:07,Manhã,New Mexico,Artesia,4.944,83,North America,32.6365,-104.384,4,4,Baixo,3-4,8.43373696251438
446,3.3,2024-02-22,11:14:30,Manhã,Texas,Van Horn,7.2791,0,North America,31.656,-104.311,4,0,Baixo,3-4,8.43373696251438
447,3.6,2024-02-22,11:14:30,Manhã,Texas,Van Horn,5.0,0,North America,31.646,-104.283,4,0,Baixo,3-4,8.43373696251438
448,3.7,2024-02-22,06:15:54,Manhã,Texas,Falls City,3.6865,23,North America,29.001,-97.965,5,5,Baixo,3-4,8.43373696251438
449,3.7,2024-02-17,09:12:04,Manhã,Texas,Pecos,6.8561,1,North America,31.639,-104.011,4,2,Baixo,3-4,8.43373696251438
450,3.7,2024-02-17,06:34:18,Manhã,Texas,Falls City,8.3252,7,North America,28.963,-97.936,5,3,Baixo,3-4,8.43373696251438
451,4.7,2024-02-17,06:32:54,Manhã,Texas,Falls City,2.841,304,North America,28.9405,-97.9993,6,5,Baixo,4-5,8.028601432748536
452,4.7,2024-02-17,06:32:54,Manhã,Texas,Falls City,2.1973,434,North America,28.954,-98.001,6,5,Baixo,4-5,8.028601432748536
453,4.3,2024-02-17,06:20:22,Manhã,Texas,Falls City,3.0,52,North America,28.9866,-98.0212,6,5,Baixo,4-5,8.028601432748536
454,4.4,2024-02-17,06:20:21,Manhã,Texas,Falls City,8.4473,68,North America,28.954,-98.005,6,5,Baixo,4-5,8.028601432748536
455,3.9,2024-02-17,03:49:06,Noite,Texas,Falls City,10.756,21,North America,28.9777,-97.9583,4,5,Baixo,3-4,8.43373696251438
456,3.9,2024-02-17,03:49:04,Noite,Texas,Falls City,7.9346,41,North America,28.955,-98.01,5,4,Baixo,3-4,8.43373696251438
457,3.9,2024-02-13,20:08:28,Noite,Texas,Van Horn,6.1316,3,North America,31.68,-104.416,4,2,Baixo,3-4,8.43373696251438
458,3.5,2024-02-12,18:12:26,Noite,Texas,Van Horn,6.0999,1,North America,31.655,-104.398,4,3,Baixo,3-4,8.43373696251438
459,3.8,2024-02-12,08:07:10,Manhã,Texas,Falls City,11.915,10,North America,28.9496,-97.9596,4,4,Baixo,3-4,8.43373696251438
460,3.7,2024-02-12,08:07:10,Manhã,Texas,Falls City,5.3556,13,North America,28.957,-98.008,5,4,Baixo,3-4,8.43373696251438
461,5.06,2024-02-03,05:24:28,Manhã,Oklahoma,Prague,3.0,26434,North America,35.5343,-96.7638,7,7,Baixo,5-6,10.632599949070537
462,5.4,2024-03-14,03:06:47,Noite,Opstina Niksic,Niksic,16.067,248,Europe,42.9936,18.6796,6,9,Médio,5-6,10.632599949070537
463,5.8,2024-07-12,09:30:31,Manhã,Arequipa,Bella Union,23.0,3,South America,-15.5726,-74.7689,6,5,Médio,5-6,10.632599949070537
464,5.3,2024-08-08,19:23:31,Noite,Miyazaki,Miyazaki,18.196,1,Asia,31.8881,131.341,5,2,Médio,5-6,10.632599949070537
465,7.1,2024-08-08,07:42:55,Manhã,Miyazaki,Miyazaki,24.0,43,Asia,31.7491,131.482,8,8,Alto,7-10,18.5
466,5.7,2024-06-02,21:31:39,Noite,Ishikawa,Suzu,9.0,29,Asia,37.4574,137.239,7,7,Médio,5-6,10.632599949070537
467,6.1,2024-04-22,18:32:48,Noite,Hualien,Shoufeng,10.0,82,Asia,23.8672,121.538,8,7,Alto,6-7,9.916666666666666
468,5.8,2024-04-22,14:11:22,Tarde,Hualien,Fengbin,8.0,77,Asia,23.7288,121.562,6,5,Médio,5-6,10.632599949070537
469,5.3,2024-04-03,00:43:55,Noite,Hualien,Chi-an,10.789,0,Asia,23.9598,121.595,6,0,Médio,5-6,10.632599949070537
470,5.6,2024-03-15,10:32:50,Manhã,Kagoshima,Kikai Cho,20.0,2,Asia,28.4231,130.134,6,5,Médio,5-6,10.632599949070537
471,5.9,2024-01-09,08:59:10,Manhã,Niigata-ken,Sado,10.0,14,Asia,37.8706,137.708,5,4,Médio,5-6,10.632599949070537
472,5.4,2024-01-02,01:17:31,Noite,Ishikawa,Wajima,6.0,1,Asia,37.2326,136.788,7,2,Médio,5-6,10.632599949070537
473,5.6,2024-01-01,09:08:17,Manhã,Ishikawa,Suzu,10.0,0,Asia,37.5249,137.408,7,0,Médio,5-6,10.632599949070537
474,5.5,2024-01-01,09:03:48,Manhã,Ishikawa,Suzu,10.0,1,Asia,37.5575,137.384,6,6,Médio,5-6,10.632599949070537
475,5.6,2024-01-01,07:56:47,Manhã,Ishikawa,Wajima,10.0,0,Asia,37.2969,136.946,7,0,Médio,5-6,10.632599949070537
476,6.2,2024-01-01,07:18:41,Manhã,Ishikawa,Anamizu,10.0,5,Asia,37.1959,136.87,7,9,Alto,6-7,9.916666666666666
477,5.8,2024-01-01,07:06:05,Manhã,Ishikawa,Suzu,10.0,1,Asia,37.5067,137.239,7,4,Médio,5-6,10.632599949070537
478,5.4,2023-08-05,18:33:59,Noite,Shandong Sheng,Pingyuan,18.0,48,Asia,37.1933,116.381,7,9,Médio,5-6,10.632599949070537
479,3.8,2024-09-01,09:43:36,Manhã,Quebec,Saint-Gerard-Majella,1.108,827,North America,45.9997,-72.8106,5,5,Baixo,3-4,8.43373696251438
480,3.17,2024-08-09,01:22:19,Noite,Oklahoma,Alex,2.65,28,North America,35.002,-97.6816,4,5,Baixo,3-4,8.43373696251438
481,3.56,2024-07-15,02:46:58,Noite,Oklahoma,South Woods,6.51,8,North America,36.4763,-98.8056,4,4,Baixo,3-4,8.43373696251438
482,3.46,2024-07-14,11:08:26,Manhã,Oklahoma,South Woods,6.51,6,North America,36.4766,-98.8086,4,4,Baixo,3-4,8.43373696251438
483,3.8,2024-05-16,08:19:34,Manhã,Tennessee,District 4,7.55,276,North America,36.2067,-89.4772,4,6,Baixo,3-4,8.43373696251438
484,3.7,2024-04-05,21:59:13,Noite,New Jersey,Township of Tewksbury,4.111,12589,North America,40.6849,-74.7347,4,5,Baixo,3-4,8.43373696251438
485,4.8,2024-04-05,14:23:20,Tarde,New Jersey,Township of Tewksbury,2.624,183786,North America,40.6834,-74.7526,6,6,Baixo,4-5,8.028601432748536
486,5.06,2024-02-03,05:24:28,Manhã,Oklahoma,Prague,3.0,26434,North America,35.5343,-96.7638,7,7,Baixo,5-6,10.632599949070537
487,5.1,2024-02-03,05:24:28,Manhã,Oklahoma,Prague,6.0,382,North America,35.5346,-96.7337,7,6,Médio,5-6,10.632599949070537
488,3.6,2024-01-27,20:39:00,Noite,Louisiana,District 3,8.879,35,North America,32.1319,-93.3123,4,4,Baixo,3-4,8.43373696251438
489,4.1,2024-01-13,11:36:21,Manhã,Oklahoma,Oklahoma City,6.58,1735,North America,35.6715,-97.41,5,5,Baixo,4-5,8.028601432748536
490,4.5,2024-01-13,11:36:21,Manhã,Oklahoma,Oklahoma City,6.354,205,North America,35.6697,-97.417,6,5,Baixo,4-5,8.028601432748536
491,4.26,2024-01-13,03:46:28,Noite,Oklahoma,Oklahoma City,6.71,3577,North America,35.6658,-97.3982,6,5,Baixo,4-5,8.028601432748536
492,3.4,2023-12-31,16:34:50,Tarde,Kansas,Township of Richland,5.03,41,North America,39.0875,-97.5686,4,4,Baixo,3-4,8.43373696251438
493,3.8,2023-12-27,17:46:56,Tarde,Arkansas,Township of Little River,11.2,418,North America,35.7697,-90.1955,4,5,Baixo,3-4,8.43373696251438
494,3.5,2023-12-10,19:31:18,Noite,Nebraska,District 1,5.0,28,North America,40.1656,-98.2907,5,5,Baixo,3-4,8.43373696251438
495,3.6,2023-11-15,10:41:55,Manhã,Illinois,Granville,5.688,562,North America,41.241,-89.1766,4,5,Baixo,3-4,8.43373696251438
496,4.0,2023-11-11,00:18:41,Noite,Kansas,Township of Concord,5.0,258,North America,39.0497,-97.6164,5,6,Baixo,3-4,8.43373696251438
497,3.68,2023-09-25,00:40:31,Noite,Oklahoma,Velma-Alma,19.89,66,North America,34.4833,-97.7798,4,5,Baixo,3-4,8.43373696251438
498,3.6,2023-08-28,02:43:26,Noite,Ohio,Madison,5.0,1404,North America,41.7428,-81.0135,5,5,Baixo,3-4,8.43373696251438
499,5.6,2024-04-18,15:11:25,Tarde,Tokat,Sulusaray,16.0,11,Asia,39.9972,35.9796,6,7,Médio,5-6,10.632599949070537
500,5.4,2024-03-14,03:06:47,Noite,Opstina Niksic,Niksic,16.067,248,Europe,42.9936,18.6796,6,9,Médio,5-6,10.632599949070537
501,4.8,2023-11-10,15:36:29,Tarde,Ilam Province,Murmuri,10.0,1,Asia,32.797,47.6372,5,3,Baixo,4-5,8.028601432748536
502,5.2,2023-08-10,17:48:01,Tarde,Malatya,Yesilyurt,10.0,12,Asia,38.2787,38.2053,6,6,Médio,5-6,10.632599949070537
503,5.5,2023-07-25,05:44:51,Manhã,Adana,Kozan,13.116,29,Asia,37.5831,35.9568,6,6,Médio,5-6,10.632599949070537
504,5.4,2024-03-14,03:06:47,Noite,Opstina Niksic,Niksic,16.067,248,Europe,42.9936,18.6796,6,9,Médio,5-6,10.632599949070537
505,5.2,2023-10-26,19:00:25,Noite,Tanganika,Manono,9.462,1,Africa,-7.3035,27.9327,7,4,Médio,5-6,10.632599949070537
506,5.5,2023-08-08,15:31:18,Tarde,Singida Region,Ikungi District,7.0,4,Africa,-5.4123,34.9183,7,4,Médio,5-6,10.632599949070537
507,5.4,2024-09-11,07:27:59,Manhã,Punjab,Taunsa,10.0,102,Asia,31.1773,70.6295,6,8,Médio,5-6,10.632599949070537
508,5.1,2024-05-20,05:10:23,Manhã,Xinjiang Uyghur Autonomous Region,Kizilsu,29.068,2,Asia,40.14,77.0348,5,3,Médio,5-6,10.632599949070537
509,5.5,2024-04-13,05:44:39,Manhã,Tibet Autonomous Region,Ngari Diqu,10.0,0,Asia,33.5485,81.8909,7,0,Médio,5-6,10.632599949070537
510,5.4,2024-04-10,14:56:17,Tarde,Xinjiang Uyghur Autonomous Region,Aksu Diqu,8.0,0,Asia,42.0113,82.6416,6,0,Médio,5-6,10.632599949070537
511,5.3,2024-03-19,21:27:01,Noite,Kandahar,Registan,6.0,14,Asia,29.7252,65.3575,7,4,Médio,5-6,10.632599949070537
512,5.5,2024-03-19,00:35:18,Noite,Kandahar,Registan,8.0,12,Asia,29.7645,65.3645,7,5,Médio,5-6,10.632599949070537
513,5.4,2024-02-25,04:15:00,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,14,Asia,41.1648,78.4389,6,4,Médio,5-6,10.632599949070537
514,5.7,2024-01-29,22:27:41,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,10,Asia,41.1867,78.7155,7,3,Médio,5-6,10.632599949070537
515,5.3,2024-01-23,01:18:40,Noite,Xinjiang Uyghur Autonomous Region,Wushi,3.426,2,Asia,41.2706,78.8219,7,4,Médio,5-6,10.632599949070537
516,5.1,2024-01-22,23:19:25,Noite,Xinjiang Uyghur Autonomous Region,Wushi,7.148,4,Asia,41.2186,78.724,6,4,Médio,5-6,10.632599949070537
517,5.5,2024-01-22,19:36:47,Noite,Xinjiang Uyghur Autonomous Region,Aqchi,10.0,2,Asia,41.1979,78.6168,7,5,Médio,5-6,10.632599949070537
518,5.4,2024-01-22,18:42:33,Noite,Xinjiang Uyghur Autonomous Region,Wushi,10.0,3,Asia,41.3326,78.7686,6,4,Médio,5-6,10.632599949070537
519,5.8,2024-01-22,18:14:16,Noite,Xinjiang Uyghur Autonomous Region,Wushi,10.0,2,Asia,41.2946,78.6076,7,8,Médio,5-6,10.632599949070537
520,7.0,2024-01-22,18:09:04,Noite,Xinjiang Uyghur Autonomous Region,Wushi,13.0,482,Asia,41.2938,78.5937,9,9,Alto,6-7,9.916666666666666
521,5.1,2023-12-18,10:18:52,Manhã,Himachal Pradesh,Handwara,10.0,8,Asia,33.2109,76.7733,6,5,Médio,5-6,10.632599949070537
522,5.3,2023-11-07,18:09:48,Noite,Xinjiang Uyghur Autonomous Region,Atush,7.204,1,Asia,40.5164,77.7055,7,3,Médio,5-6,10.632599949070537
523,5.7,2023-11-03,18:02:53,Noite,Karnali,Kuse,12.0,372,Asia,28.8879,82.195,8,7,Médio,5-6,10.632599949070537
524,5.2,2023-10-22,01:54:21,Noite,Gandaki,Gandaki,25.706,87,Asia,27.8679,84.7191,5,4,Médio,5-6,10.632599949070537
525,5.3,2023-10-17,16:26:49,Tarde,Hormozgan Province,Fin,10.0,5,Asia,27.7439,56.0776,7,4,Médio,5-6,10.632599949070537
526,5.0,2023-10-17,08:22:11,Manhã,Hormozgan Province,Fin,10.0,2,Asia,27.6888,56.0903,6,5,Baixo,4-5,8.028601432748536
527,5.5,2023-10-17,05:10:03,Manhã,Hormozgan Province,Fin,10.0,7,Asia,27.7363,56.1369,7,4,Médio,5-6,10.632599949070537
528,5.4,2023-10-15,03:56:28,Noite,Herat,Herat,10.0,0,Asia,34.6012,62.1031,7,0,Médio,5-6,10.632599949070537
529,6.3,2023-10-15,03:36:00,Noite,Herat,Zindah Jan,9.0,28,Asia,34.6171,62.0517,8,8,Alto,6-7,9.916666666666666
530,6.3,2023-10-11,00:41:55,Noite,Herat,Herat,8.0,54,Asia,34.5798,62.0717,8,7,Alto,6-7,9.916666666666666
531,5.9,2023-10-07,07:40:30,Manhã,Herat,Zindah Jan,12.48,3,Asia,34.6391,62.0327,7,5,Médio,5-6,10.632599949070537
532,6.3,2023-10-07,07:12:49,Manhã,Herat,Zindah Jan,8.0,11,Asia,34.5492,61.884,8,9,Alto,6-7,9.916666666666666
533,5.4,2023-10-07,06:49:41,Manhã,Herat,Zindah Jan,10.257,0,Asia,34.5414,61.9547,7,0,Médio,5-6,10.632599949070537
534,6.3,2023-10-07,06:41:03,Manhã,Herat,Zindah Jan,14.0,19,Asia,34.6259,61.926,8,8,Alto,6-7,9.916666666666666
535,5.7,2023-10-03,09:21:03,Manhã,Sudurpashchim,Jayaprithivi,13.0,131,Asia,29.5163,81.2118,7,8,Médio,5-6,10.632599949070537
